popularity,budget,revenue,original_title,Star,Co Star,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.283241,20000000,4634062,Dylan Dog: Dead of Night,Brandon Routh,Peter Stormare,Kevin Munroe,107,Action,69,4.9,2010,20000000,4634062
0.275607,30000,617000,Howl,James Franco,Jon Hamm,Rob Epstein|Jeffrey Friedman,84,Drama,45,6.8,2010,30000,617000
0.27519,3000000,103735,Freakonomics,Zoe Sloane,Jade Viggiano,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,93,Documentary,25,6.7,2010,3000000,103735
0.271381,12500000,3878993,The Perfect Game,"Clifton Collins, Jr.",Cheech Marin,William Dear,118,Drama,12,5.7,2010,12500000,3878993
0.2596,650000,33245,Stake Land,Danielle Harris,Kelly McGillis,Jim Mickle,98,Drama,143,6.2,2010,650000,33245
0.25054,425000000,11087569,The Warrior's Way,Kate Bosworth,Jang Dong-gun,Sngmoo Lee,100,Adventure,74,6.4,2010,425000000,11087569
0.246578,10000000,4349187,Burke & Hare,Simon Pegg,Andy Serkis,John Landis,91,Comedy,75,6,2010,10000000,4349187
0.241541,10000000,55089,Inhale,Rosanna Arquette,Diane Kruger,Baltasar Korm?kur,100,Drama,21,5.9,2010,10000000,55089
0.240403,967686,4270000,Four Lions,Riz Ahmed,Nigel Lindsay,Chris Morris,101,Comedy,262,7,2010,967686,4270000
0.216503,1500000,187716,Waste Land,Vik Muniz,,Lucy Walker,90,Documentary,23,7.8,2010,1500000,187716
0.214381,7000000,453079,The Extra Man,Kevin Kline,Paul Dano,Shari Springer Berman|Robert Pulcini,108,Comedy,18,5.9,2010,7000000,453079
0.385851,4500000,123820,The Romantics,Katie Holmes,Anna Paquin,Galt Niederhoffer,95,Comedy,46,4.8,2010,4500000,123820
0.181532,7000000,3218666,Balada triste de trompeta,Santiago Segura,Antonio de la Torre,?ex de la Iglesia,101,Drama,44,6.2,2010,7000000,3218666
0.140251,20000000,60072596,Why Did I Get Married Too?,Tyler Perry,Janet Jackson,Tyler Perry,121,Comedy,21,6,2010,20000000,60072596
0.131526,60000000,296221663,Resident Evil: Afterlife,Milla Jovovich,Wentworth Miller,Paul W.S. Anderson,97,Action,882,5.8,2010,60000000,296221663
0.276322,10000000,1068682,Vanishing on 7th Street,Hayden Christensen,Thandie Newton,Brad Anderson,92,Drama,83,4.8,2010,10000000,1068682
0.028227,10000000,5000000,Action Replayy,Akshay Kumar,Aishwarya Rai Bachchan,Vipul Amrutlal Shah,100,Drama,11,4.9,2010,10000000,5000000
0.06324,35000000,60251371,Secretariat,Diane Lane,John Malkovich,Randall Wallace,123,Drama,52,6.6,2010,35000000,60251371
0.028456,3,43,Boy,James Rolleston,Craig Hall,Taika Waititi,87,Drama,26,7.3,2010,3,43
8.947905,63000000,100853753,Fight Club,Edward Norton,Brad Pitt,David Fincher,139,Drama,5923,8.1,1999,82470329.34,132022892.5
7.753899,63000000,463517383,The Matrix,Keanu Reeves,Laurence Fishburne,Lilly Wachowski|Lana Wachowski,136,Action,6351,7.8,1999,82470329.34,606768749.7
3.55572,15000000,356296601,American Beauty,Kevin Spacey,Annette Bening,Sam Mendes,122,Drama,1756,7.7,1999,19635792.7,466411079.8
3.526029,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Liam Neeson,Ewan McGregor,George Lucas,136,Adventure,2823,6.3,1999,150541077.4,1209980530
2.94377,80000000,415885488,The Mummy,Brendan Fraser,Rachel Weisz,Stephen Sommers,124,Adventure,1562,6.3,1999,104724227.7,544416081.9
2.719461,60000000,284600000,The Green Mile,Tom Hanks,Michael Clarke Duncan,Frank Darabont,189,Fantasy,2299,8,1999,78543170.8,372556440.1
2.578731,40000000,672806292,The Sixth Sense,Bruce Willis,Haley Joel Osment,M. Night Shyamalan,107,Mystery,1753,7.5,1999,52362113.86,880738991.7
2.129874,135000000,361832400,The World Is Not Enough,Pierce Brosnan,Sophie Marceau,Michael Apted,128,Adventure,509,6,1999,176722134.3,473657733.2
2.069357,10500000,75902208,Cruel Intentions,Sarah Michelle Gellar,Ryan Phillippe,Roger Kumble,97,Drama,505,6.5,1999,13745054.89,99360001.45
2.065619,100000000,206071502,Sleepy Hollow,Johnny Depp,Ian McDiarmid,Tim Burton,105,Drama,932,6.7,1999,130905284.7,269758486.3
1.825695,11000000,235483004,American Pie,Jason Biggs,Chris Klein,Paul Weitz|Chris Weitz,95,Comedy,1405,6.4,1999,14399581.31,308259696.7
1.820318,66000000,212404396,Entrapment,Sean Connery,Catherine Zeta-Jones,Jon Amiel,112,Romance,355,5.9,1999,86397487.88,278048579.2
1.810197,90000000,485015179,Toy Story 2,Tom Hanks,Tim Allen,John Lasseter|Lee Unkrich|Ash Brannon,92,Animation,2272,7.2,1999,117814756.2,634910500.7
1.769152,16000000,53478166,10 Things I Hate About You,Julia Stiles,Heath Ledger,Gil Junger,97,Comedy,947,7.2,1999,20944845.55,70005745.43
1.72385,42000000,363889678,Notting Hill,Julia Roberts,Hugh Grant,Roger Michell,124,Comedy,688,6.8,1999,54980219.56,476350818.8
1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Mike Myers,Heather Graham,Jay Roach,95,Crime,583,6,1999,43198743.94,407037004.7
1.43163,2000000,11540607,Boys Don't Cry,Hilary Swank,Chlo? Sevigny,Kimberly Peirce,118,Crime,170,7,1999,2618105.693,15107264.44
1.427794,90000000,60289912,The Insider,Al Pacino,Russell Crowe,Michael Mann,157,Drama,249,7.1,1999,117814756.2,78922680.92
1.348628,45000000,90683916,Galaxy Quest,Tim Allen,Sigourney Weaver,Dean Parisot,102,Comedy,406,6.6,1999,58907378.1,118710038.4
1.329827,65000000,162091208,Eyes Wide Shut,Tom Cruise,Nicole Kidman,Stanley Kubrick,159,Drama,623,6.8,1999,85088435.03,212185957.2
1.328465,13000000,22863596,Being John Malkovich,John Cusack,Cameron Diaz,Spike Jonze,112,Fantasy,607,7.1,1999,17017687.01,29929655.43
1.320079,80000000,176885658,Analyze This,Robert De Niro,Billy Crystal,Harold Ramis,103,Comedy,260,6.3,1999,104724227.7,231552674.1
1.309249,133000000,300135367,Stuart Little,Michael J. Fox,Geena Davis,Rob Minkoff,84,Fantasy,502,5.6,1999,174104028.6,392893056.5
1.254522,73000000,151493655,The Bone Collector,Denzel Washington,Angelina Jolie,Phillip Noyce,118,Drama,463,6.5,1999,95560857.8,198313200.3
1.221973,170000000,222104681,Wild Wild West,Will Smith,Kevin Kline,Barry Sonnenfeld,106,Action,626,5.2,1999,222538983.9,290746764.9
1.189386,160000000,61698899,The 13th Warrior,Antonio Banderas,Vladimir Kulich,John McTiernan,102,Adventure,275,6.2,1999,209448455.5,80767119.37
1.173888,100000000,211989043,End of Days,Arnold Schwarzenegger,Gabriel Byrne,Peter Hyams,121,Action,247,5.4,1999,130905284.7,277504860.2
1.152354,24000000,88545092,The Cider House Rules,Tobey Maguire,Charlize Theron,Lasse Hallstr?m,126,Drama,145,6.6,1999,31417268.32,115910204.7
1.150934,70000000,23159305,The Iron Giant,Jennifer Aniston,Harry Connick Jr.,Brad Bird,86,Adventure,877,7.5,1999,91633699.26,30316754.14
1.139223,60000000,73648228,Deep Blue Sea,Thomas Jane,Saffron Burrows,Renny Harlin,105,Horror,336,5.5,1999,78543170.8,96409422.51
1.050599,90000000,161626121,Payback,Mel Gibson,Kris Kristofferson,Paul Abascal|Brian Helgeland,100,Drama,305,6.5,1999,117814756.2,211577133.8
1.03785,70000000,309457509,Runaway Bride,Julia Roberts,Richard Gere,Garry Marshall,116,Comedy,253,5.7,1999,91633699.26,405096233.1
1.022028,10000000,103166989,She's All That,Freddie Prinze Jr.,Rachael Leigh Cook,Robert Iscove,95,Comedy,248,5.6,1999,13090528.47,135051040.6
0.993492,70000000,177841558,Double Jeopardy,Tommy Lee Jones,Ashley Judd,Bruce Beresford,105,Drama,144,6.1,1999,91633699.26,232803997.7
0.992316,6000000,30471,The Boondock Saints,Willem Dafoe,Norman Reedus,Troy Duffy,108,Action,521,7.1,1999,7854317.08,39888.1493
0.968204,10000000,12827813,Office Space,Ron Livingston,Jennifer Aniston,Mike Judge,89,Comedy,669,7.3,1999,13090528.47,16792285.12
0.941202,6000000,10409377,The Virgin Suicides,James Woods,Kathleen Turner,Sofia Coppola,97,Drama,460,7,1999,7854317.08,13626424.59
0.937873,100000000,93700000,Bicentennial Man,Robin Williams,Sam Neill,Chris Columbus,131,Comedy,538,6.7,1999,130905284.7,122658251.7
0.934621,25000,248000000,The Blair Witch Project,Heather Donahue,Michael C. Williams,Daniel Myrick|Eduardo S?nchez,81,Horror,522,6.3,1999,32726.3212,324645106
0.920974,38000000,58401898,The Ninth Gate,Johnny Depp,Frank Langella,Roman Polanski,133,Horror,384,6.2,1999,49744008.17,76451170.82
0.92088,50000000,73956241,The Hurricane,Denzel Washington,Vicellous Reon Shannon,Norman Jewison,146,Drama,226,7.3,1999,65452642.33,96812627.8
0.907305,16000000,18564088,The Thirteenth Floor,Craig Bierko,Armin Mueller-Stahl,Josef Rusnak,100,Thriller,189,6.5,1999,20944845.55,24301372.24
0.876587,34200000,234801895,Big Daddy,Adam Sandler,Joey Lauren Adams,Dennis Dugan,93,Comedy,479,6.2,1999,44769607.35,307368089
0.823494,40000000,96618699,8MM,Nicolas Cage,Joaquin Phoenix,Joel Schumacher,123,Thriller,248,6,1999,52362113.86,126478983
0.82073,10000000,30652890,Dogma,Ben Affleck,Matt Damon,Kevin Smith,130,Fantasy,472,6.6,1999,13090528.47,40126252.91
0.778786,80000000,91188905,The Haunting,Liam Neeson,Catherine Zeta-Jones,Jan de Bont,113,Horror,178,5.3,1999,104724227.7,119371095.7
0.746054,75000000,93888180,Forces of Nature,Sandra Bullock,Ben Affleck,Bronwen Hughes,105,Comedy,81,5.2,1999,98178963.49,122904589.3
0.744837,35000000,40263020,Blast from the Past,Brendan Fraser,Alicia Silverstone,Hugh Wilson,112,Comedy,114,6.2,1999,45816849.63,52706420.94
0.731802,80000000,118880016,Message in a Bottle,Kevin Costner,Robin Wright,Luis Mandoki,131,Drama,112,5.7,1999,104724227.7,155620223.3
0.72669,60000000,149705852,The General's Daughter,John Travolta,Madeleine Stowe,Simon West,116,Crime,103,5.9,1999,78543170.8,195972871.7
0.725013,29000000,50041732,Stigmata,Patricia Arquette,Gabriel Byrne,Rupert Wainwright,103,Horror,103,5.8,1999,37962532.55,65507271.72
0.716336,12000000,21133087,Stir of Echoes,Kevin Bacon,Zachary David Cope,David Koepp,99,Horror,155,6.3,1999,15708634.16,27664327.69
0.682531,37000000,48451803,Magnolia,Julianne Moore,William H. Macy,Paul Thomas Anderson,188,Drama,430,7.3,1999,48434955.32,63425970.64
0.67107,51000000,36911617,The Bachelor,Chris O'Donnell,Ren?e Zellweger,Gary Sinyor,101,Comedy,46,4.5,1999,66761695.18,48319257.31
0.654013,75000000,14010690,Virus,Jamie Lee Curtis,William Baldwin,John Bruno,99,Horror,60,4.9,1999,98178963.49,18340733.63
0.640331,40000000,128798265,The Talented Mr. Ripley,Matt Damon,Gwyneth Paltrow,Anthony Minghella,139,Thriller,435,6.9,1999,52362113.86,168603735.4
0.637814,27000000,56870414,Lake Placid,Bill Pullman,Bridget Fonda,Steve Miner,82,Horror,112,5.3,1999,35344426.86,74446377.33
0.63765,34000000,4217115,Detroit Rock City,Giuseppe Andrews,James DeBello,Adam Rifkin,95,Comedy,38,6.4,1999,44507796.78,5520426.395
0.636432,68000000,29762011,Mystery Men,Hank Azaria,Janeane Garofalo,Kinka Usher,121,Adventure,115,5.4,1999,89015593.57,38960045.22
0.617279,80000000,90874570,Fantasia 2000,Steve Martin,Quincy Jones,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|Ga?tan Brizzi,74,Music,168,6.9,1999,104724227.7,118959614.5
0.614402,6500000,28451622,Go,Sarah Polley,Katie Holmes,Doug Liman,98,Crime,82,6.9,1999,8508843.503,37244676.77
0.614007,25000000,84565230,Never Been Kissed,Drew Barrymore,David Arquette,Raja Gosnell,107,Romance,196,5.7,1999,32726321.16,110700355.1
0.585123,75000000,108000000,Three Kings,George Clooney,Mark Wahlberg,David O. Russell,114,Action,412,6.3,1999,98178963.49,141377707.4
0.581756,82000000,47434430,Man on the Moon,Jim Carrey,Courtney Love,Milo? Forman,118,Comedy,226,6.6,1999,107342333.4,62094175.62
0.566661,25000000,13000000,Brokedown Palace,Claire Danes,Kate Beckinsale,Jonathan Kaplan,100,Drama,52,6.3,1999,32726321.16,17017687.01
0.548097,19000000,40846082,House on Haunted Hill,Geoffrey Rush,Famke Janssen,William Malone,93,Horror,84,5.6,1999,24872004.09,53469679.91
0.508128,48000000,124305181,The Thomas Crown Affair,Pierce Brosnan,Rene Russo,John McTiernan,113,Drama,196,6.7,1999,62834536.64,162722051
0.503461,64000000,74608570,Random Hearts,Harrison Ford,Kristin Scott Thomas,Sydney Pollack,133,Drama,32,5.3,1999,83779382.18,97666560.94
0.501242,15000000,2856712,eXistenZ,Jennifer Jason Leigh,Jude Law,David Cronenberg,97,Action,229,6.6,1999,19635792.7,3739586.976
0.498365,23000000,10827816,The End of the Affair,Ralph Fiennes,Stephen Rea,Neil Jordan,102,Drama,24,6.1,1999,30108215.47,14174183.36
0.49601,65000000,117758500,Blue Streak,Martin Lawrence,Luke Wilson,Les Mayfield,93,Thriller,202,6,1999,85088435.03,154152099.6
0.480421,21000000,17762705,The Rage: Carrie 2,Emily Bergl,Jason London,Katt Shea,104,Horror,33,5.1,1999,27490109.78,23252319.54
0.47074,10000000,5241315,Black and White,Robert Downey Jr.,Scott Caan,James Toback,98,Drama,11,4.7,1999,13090528.47,6861158.321
0.454992,25000000,15156200,The Corruptor,Mark Wahlberg,Chow Yun-fat,James Foley,110,Action,30,6.1,1999,32726321.16,19840266.75
0.418611,45000000,10667893,Universal Soldier: The Return,Jean-Claude Van Damme,Kiana Tom,Mic Rodgers,82,Action,74,4.5,1999,58907378.1,13964835.7
0.393985,70000000,11263966,Chill Factor,Cuba Gooding Jr.,Skeet Ulrich,Hugh Johnson,101,Action,16,5.4,1999,91633699.26,14745126.76
0.383326,80000000,73345029,Life,Eddie Murphy,Martin Lawrence,Ted Demme,108,Comedy,87,6.6,1999,104724227.7,96012519
0.382872,23000000,18653615,Anywhere But Here,Susan Sarandon,Natalie Portman,Wayne Wang,114,Drama,42,5.9,1999,30108215.47,24418567.82
0.378188,75000000,19598588,The Astronaut's Wife,Johnny Depp,Charlize Theron,Rand Ravich,109,Drama,132,5.4,1999,98178963.49,25655587.41
0.88284,65000000,36850101,My Favorite Martian,Jeff Daniels,Elizabeth Hurley,Donald Petrie,94,Comedy,43,5.2,1999,85088435.03,48238729.61
0.274419,10000000,3193102,The Limey,Terence Stamp,Lesley Ann Warren,Steven Soderbergh,89,Drama,38,6.6,1999,13090528.47,4179939.263
0.35206,25,13,Angela's Ashes,Emily Watson,Robert Carlyle,Alan Parker,145,Drama,24,7,1999,32.7263,17.0177
0.573718,50000000,58900031,The Story of Us,Bruce Willis,Michelle Pfeiffer,Rob Reiner,95,Comedy,42,5.9,1999,65452642.33,77103253.25
0.257547,8000000,17843379,Drive Me Crazy,Melissa Joan Hart,Stephen Collins,John Schultz,91,Drama,34,5.9,1999,10472422.77,23357926.07
1.104937,24000000,16290976,Muppets from Space,Steve Whitmire,Dave Goelz,Tim Hill,87,Fantasy,50,5.7,1999,31417268.32,21325748.51
0.333245,14000000,18535191,An Ideal Husband,Cate Blanchett,Minnie Driver,Oliver Parker,97,Drama,23,6.4,1999,18326739.85,24263544.54
0.328409,17000000,65535067,Deuce Bigalow: Male Gigolo,Rob Schneider,William Forsythe,Mike Mitchell,88,Comedy,154,5.3,1999,22253898.39,85788866.01
0.323791,25000000,4152230,Idle Hands,Devon Sawa,Seth Green,Rodman Flender|Christian P. Della Penna,92,Thriller,83,6.1,1999,32726321.16,5435488.501
0.322499,55000000,100230832,Any Given Sunday,Al Pacino,Cameron Diaz,Oliver Stone,150,Drama,231,6.8,1999,71997906.56,131207455.9
0.322339,38000000,28121100,The Deep End of the Ocean,Michelle Pfeiffer,Treat Williams,Ulu Grosbard,106,Drama,26,5.8,1999,49744008.17,36812006
0.312827,600000,4000000,Human Traffic,John Simm,Danny Dyer,Justin Kerrigan,99,Comedy,42,6.8,1999,785431.708,5236211.386
0.312759,7000000,14011454,In Too Deep,Omar Epps,LL Cool J,Michael Rymer,97,Drama,10,6.5,1999,9163369.926,18341733.74
0.377269,13000000,8946237,Teaching Mrs. Tingle,Helen Mirren,Katie Holmes,Kevin Williamson,96,Comedy,39,5.3,1999,17017687.01,11711097.01
0.285902,10000000,10571408,Drop Dead Gorgeous,Kirsten Dunst,Ellen Barkin,Michael Patrick Jann,98,Comedy,41,6.2,1999,13090528.47,13838531.73
0.066504,9000000,34573780,The Best Man,Nia Long,Morris Chestnut,Malcolm D. Lee,120,Drama,22,7.8,1999,11781475.62,45258905.13
0.231418,6000000,4398989,Simply Irresistible,Sarah Michelle Gellar,Sean Patrick Flanery,Mark Tarlov,95,Comedy,28,6.2,1999,7854317.08,5758509.073
0.272771,27000000,14859394,Music of the Heart,Meryl Streep,Angela Bassett,Wes Craven,124,Drama,25,6.7,1999,35344426.86,19451732.01
0.260903,28000000,8888143,"Mystery, Alaska",Russell Crowe,Hank Azaria,Jay Roach,119,Comedy,35,5.8,1999,36653479.7,11635048.9
0.257431,50000000,13260050,The Mod Squad,Claire Danes,Giovanni Ribisi,Scott Silver,92,Action,18,4.5,1999,65452642.33,17358106.2
0.25073,6000000,25059640,The Wood,Omar Epps,Richard T. Jones,Rick Famuyiwa,106,Comedy,24,7.6,1999,7854317.08,32804393.08
0.246669,6000000,6852450,200 Cigarettes,Ben Affleck,Casey Affleck,Risa Bramon Garcia,101,Comedy,25,6.5,1999,7854317.08,8970219.179
0.242797,75000000,29000000,The Out-of-Towners,Steve Martin,Goldie Hawn,Sam Weisman,90,Comedy,20,5.2,1999,98178963.49,37962532.55
0.235223,60000000,66976317,Joan of Arc,Milla Jovovich,Dustin Hoffman,Luc Besson,148,Adventure,209,6.1,1999,78543170.8,87675538.42
0.216242,20000000,1531251,Beowulf,Christopher Lambert,Rhona Mitra,Graham Baker,95,Action,27,4.5,1999,26181056.93,2004488.48
0.212029,24000000,8434146,Play It to the Bone,Antonio Banderas,Woody Harrelson,Ron Shelton,124,Comedy,20,5.3,1999,31417268.32,11040742.83
0.204411,1700000,1943649,"Happy, Texas",Steve Zahn,William H. Macy,Mark Illsley,98,Comedy,13,5.3,1999,2225389.839,2544339.256
0.198126,38000000,635096,Ride with the Devil,Tobey Maguire,Skeet Ulrich,Ang Lee,138,Drama,15,6.6,1999,49744008.17,831374.2267
0.195048,3000000,3076820,Jawbreaker,Rose McGowan,Julie Benz,Darren Stein,87,Comedy,48,5.6,1999,3927158.54,4027719.979
0.187319,13000000,27500000,Dick,Kirsten Dunst,Michelle Williams,Andrew Fleming,94,Comedy,33,5.7,1999,17017687.01,35998953.28
0.173433,25000000,12000000,The King and I,Miranda Richardson,Martin Vidnovic,Richard Rich,87,Animation,14,4.7,1999,32726321.16,15708634.16
0.163337,7000000,7292175,Outside Providence,Shawn Hatosy,Amy Smart,Michael Corrente,96,Romance,12,5.6,1999,9163369.926,9545842.442
0.118187,450000,2049595,Trick,Tori Spelling,Christian Campbell,Jim Fall,89,Comedy,10,6.5,1999,589073.781,2683028.169
0.116694,12000000,36450736,Baby Geniuses,Kathleen Turner,Christopher Lloyd,Bob Clark,97,Comedy,34,3.8,1999,15708634.16,47715939.72
0.238748,3800000,28200000,East Is East,Om Puri,Linda Bassett,Damien O'Donnell,97,Comedy,24,6.5,1999,4974400.817,36915290.27
0.090186,1,100,Lost & Found,David Spade,Sophie Marceau,Jeff Pollack,95,Comedy,14,4.8,1999,1.3091,130.9053
0.079104,12000000,21001563,Tea with Mussolini,Cher,Judi Dench,Franco Zeffirelli,117,Comedy,17,5.7,1999,15708634.16,27492155.83
8.575419,93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,Elijah Wood,Ian McKellen,Peter Jackson,178,Adventure,6079,7.8,2001,114528394.9,1073079786
8.021423,125000000,976475550,Harry Potter and the Philosopher's Stone,Daniel Radcliffe,Rupert Grint,Chris Columbus,152,Adventure,4265,7.2,2001,153936014.6,1202518036
4.436367,15000000,20117339,Mulholland Drive,Naomi Watts,Laura Harring,David Lynch,147,Thriller,709,7.4,2001,18472321.75,24774263.92
3.851009,6000000,1270522,Donnie Darko,Jake Gyllenhaal,Patrick Swayze,Richard Kelly,113,Fantasy,1777,7.5,2001,7388928.7,1564632.745
3.204295,115000000,562816256,"Monsters, Inc.",John Goodman,Billy Crystal,Lee Unkrich|David Silverman|Pete Docter,92,Fantasy,3899,7.3,2001,141621133.4,693101531.1
2.971372,100000000,235926552,A.I. Artificial Intelligence,Haley Joel Osment,Frances O'Connor,Steven Spielberg,146,Drama,1133,6.6,2001,123148811.7,290540745.2
2.918566,60000000,484409218,Shrek,Mike Myers,Eddie Murphy,Andrew Adamson|Vicky Jenson,90,Adventure,2284,7.1,2001,73889287,596544195.6
2.717399,25000000,281929795,Bridget Jones's Diary,Ren?e Zellweger,Colin Firth,Sharon Maguire,97,Comedy,751,6.5,2001,30787202.92,347193192.3
2.642249,85000000,450717150,Ocean's Eleven,George Clooney,Brad Pitt,Steven Soderbergh,116,Thriller,2645,7,2001,104676489.9,555052814.2
2.478879,140000000,449220945,Pearl Harbor,Ben Affleck,Josh Hartnett,Michael Bay,183,History,1044,6.6,2001,172408336.3,553210255.5
2.449323,98000000,433013274,The Mummy Returns,Brendan Fraser,Rachel Weisz,Stephen Sommers,130,Action,1372,5.8,2001,120685835.4,533250701.3
2.217239,120000000,186053725,Atlantis: The Lost Empire,Michael J. Fox,Corey Burton,Gary Trousdale|Kirk Wise,95,Animation,689,6.5,2001,147778574,229122951.4
2.179727,115000000,274703340,Lara Croft: Tomb Raider,Angelina Jolie,Jon Voight,Simon West,100,Adventure,1510,5.6,2001,141621133.4,338293898.8
2.169826,60000000,313542341,A Beautiful Mind,Russell Crowe,Ed Harris,Ron Howard,135,Drama,1786,7.5,2001,73889287,386123667
2.116602,30000000,287553595,American Pie 2,Jason Biggs,Thomas Ian Nicholas,J.B. Rogers,108,Comedy,777,5.9,2001,36944643.5,354118835.2
2.061559,37000000,165335153,The Princess Diaries,Anne Hathaway,Julie Andrews,Garry Marshall,115,Comedy,534,6.3,2001,45565060.32,203608276.2
1.925281,52500000,179213434,Moulin Rouge!,Nicole Kidman,Ewan McGregor,Baz Luhrmann,127,Romance,714,7.2,2001,64653126.13,220699214.3
1.862114,100000000,362211740,Planet of the Apes,Mark Wahlberg,Tim Roth,Tim Burton,119,Thriller,702,5.5,2001,123148811.7,446059453.5
1.857978,21000000,71441250,The Royal Tenenbaums,Gene Hackman,Anjelica Huston,Wes Anderson,110,Comedy,679,7.3,2001,25861250.45,87979050.42
1.846848,53000000,83282296,Blow,Johnny Depp,Pen?lope Cruz,Ted Demme,124,Crime,788,7.3,2001,65268870.18,102561157.9
1.839325,70000000,96976270,Enemy at the Gates,Jude Law,Rachel Weisz,Jean-Jacques Annaud,131,War,583,7.1,2001,86204168.17,119425124.1
1.735123,92000000,172989651,Black Hawk Down,Josh Hartnett,Ewan McGregor,Ridley Scott,144,Action,1201,7.1,2001,113296906.7,213034699.5
1.697753,18000000,141774679,Legally Blonde,Reese Witherspoon,Luke Wilson,Robert Luketic,96,Comedy,480,6.1,2001,22166786.1,174593832.4
1.692141,65000000,117487473,A Knight's Tale,Heath Ledger,Rufus Sewell,Brian Helgeland,132,Adventure,521,6.5,2001,80046727.59,144684426.9
1.581446,28000000,60780981,Zoolander,Ben Stiller,Owen Wilson,Ben Stiller,89,Comedy,791,6.1,2001,34481667.27,74851055.82
1.456526,16000000,66468332,Not Another Teen Movie,Chyler Leigh,Chris Evans,Joel Gallen,89,Comedy,223,5.3,2001,19703809.87,81854960.99
1.450364,45000000,141220678,Scary Movie 2,Anna Faris,Marlon Wayans,Keenen Ivory Wayans,83,Comedy,474,5.5,2001,55416965.25,173911586.8
1.447916,90000000,347325802,Rush Hour 2,Chris Tucker,Jackie Chan,Brett Ratner,90,Action,622,6.5,2001,110833930.5,427727597.8
1.446063,45000000,104876233,Training Day,Denzel Washington,Ethan Hawke,Antoine Fuqua,122,Action,1029,7.2,2001,55416965.25,129153834.7
1.406682,17000000,209947037,The Others,Nicole Kidman,Christopher Eccleston,Alejandro Amen?bar,101,Horror,872,7.1,2001,20935297.98,258547281.2
1.213215,25000000,80936232,Jimmy Neutron: Boy Genius,Debi Derryberry,Megan Cavanagh,John A. Davis,83,Adventure,139,5.5,2001,30787202.92,99672007.92
1.20913,22000000,33788161,Jay and Silent Bob Strike Back,Kevin Smith,Jason Mewes,Kevin Smith,104,Comedy,244,6.3,2001,27092738.57,41609718.76
1.195555,28000000,77516304,Serendipity,John Cusack,Kate Beckinsale,Peter Chelsom,90,Comedy,310,6.6,2001,34481667.27,95460407.23
1.134012,60000000,93375151,Cats & Dogs,Jeff Goldblum,Elizabeth Perkins,Lawrence Guterman,87,Comedy,182,5,2001,73889287,114990388.9
1.131878,68000000,203388341,Vanilla Sky,Tom Cruise,Pen?lope Cruz,Cameron Crowe,136,Drama,628,6.3,2001,83741191.94,250470325
1.065364,25000000,64437847,Kiss of the Dragon,Jet Li,Bridget Fonda,Chris Nahon,98,Action,152,6.3,2001,30787202.92,79354442.85
1.063015,92000000,143049560,Spy Game,Robert Redford,Brad Pitt,Tony Scott,126,Action,342,6.5,2001,113296906.7,176163833.2
1.062734,102000000,147080413,Swordfish,John Travolta,Hugh Jackman,Dominic Sena,99,Action,606,6,2001,125611787.9,181127780.8
1.061903,40000000,141069860,Shallow Hal,Gwyneth Paltrow,Jack Black,Bobby Farrelly|Peter Farrelly,114,Comedy,394,5.5,2001,49259524.67,173725856.2
0.976997,30000000,17833000,AntiTrust,Ryan Phillippe,Rachael Leigh Cook,Peter Howitt,108,Action,82,5.6,2001,36944643.5,21961127.59
0.974222,137000000,85131830,Final Fantasy: The Spirits Within,Donald Sutherland,Ming-Na Wen,Hironobu Sakaguchi|Motonori Sakakibara,106,Adventure,257,5.6,2001,168713872,104838837
0.945429,42000000,35402320,Original Sin,Angelina Jolie,Antonio Banderas,Michael Cristofer,118,Drama,115,5.8,2001,51722500.9,43597536.38
0.913069,70000000,176104344,Dr. Dolittle 2,Eddie Murphy,Kristen Wilson,Steve Carr,87,Comedy,233,4.9,2001,86204168.17,216870406.9
0.90472,40000000,91753202,Behind Enemy Lines,Owen Wilson,Gene Hackman,John Moore,106,Action,270,5.9,2001,49259524.67,112992977.9
0.899764,10000000,59217789,Jeepers Creepers,Gina Philips,Justin Long,Victor Salva,90,Horror,384,6,2001,12314881.17,72926003.45
0.875299,35000000,74558115,From Hell,Johnny Depp,Heather Graham,Albert Hughes|Allen Hughes,122,Horror,399,6.4,2001,43102084.08,91817432.63
0.865407,72000000,27642707,The Last Castle,Robert Redford,James Gandolfini,Rod Lurie,131,Action,154,7.1,2001,88667144.4,34041665.18
0.844235,60000000,105178561,Along Came a Spider,Morgan Freeman,Monica Potter,Lee Tamahori,104,Crime,215,5.8,2001,73889287,129526148
0.813396,3000000,18492362,Super Troopers,Jay Chandrasekhar,Steve Lemme,Jay Chandrasekhar,100,Comedy,224,6.7,2001,3694464.35,22773124.05
0.798104,35000000,94728529,The Wedding Planner,Jennifer Lopez,Matthew McConaughey,Adam Shankman,103,Comedy,245,5.4,2001,43102084.08,116657057.8
